TRAIN,gs://visionojgs/img/gallinaReal (145)-2020-06-16T15:29:07.456Z.jpg,gallina,0.055555556,0.7549407,0.3611111,0.7549407,0.3611111,0.93083006,0.055555556,0.93083006
TRAIN,gs://visionojgs/img/gallinaReal (145)-2020-06-16T15:29:07.456Z.jpg,gallina,0.49382716,0.27865613,0.5925926,0.27865613,0.5925926,0.3339921,0.49382716,0.3339921
TRAIN,gs://visionojgs/img/gallinaReal (145)-2020-06-16T15:29:07.456Z.jpg,gallina,0.2037037,0.4743083,0.32098764,0.4743083,0.32098764,0.5474308,0.2037037,0.5474308
TRAIN,gs://visionojgs/img/gallinaReal (145)-2020-06-16T15:29:07.456Z.jpg,gallina,0.5493827,0.7826087,0.94135803,0.7826087,0.94135803,0.95652175,0.5493827,0.95652175
TRAIN,gs://visionojgs/img/gallinaReal (145)-2020-06-16T15:29:07.456Z.jpg,None_of_the_above,0.34567901,0.46837944,0.44444445,0.46837944,0.44444445,0.541502,0.34567901,0.541502
TRAIN,gs://visionojgs/img/gallinaReal (145)-2020-06-16T15:29:07.456Z.jpg,gallina,0.54320985,0.5533597,0.6697531,0.5533597,0.6697531,0.6482214,0.54320985,0.6482214
TRAIN,gs://visionojgs/img/gatosReal (78)-2020-06-16T15:29:07.458Z.jpg,gato,0.0059288535,0.015810277,0.9268775,0.015810277,0.9268775,0.9071146,0.0059288535,0.9071146
TRAIN,gs://visionojgs/img/gatoDibujo (18)-2020-06-16T15:29:07.456Z.jpg,dibujo_gato,0.061452515,0.023715414,0.9413408,0.023715414,0.9413408,0.95454544,0.061452515,0.95454544
TRAIN,gs://visionojgs/img/gallinaReal (159)-2020-06-16T15:29:07.456Z.jpg,gallina,0.20263158,0.12648222,0.9868421,0.12648222,0.9868421,0.92885375,0.20263158,0.92885375
TRAIN,gs://visionojgs/img/gallinaReal (159)-2020-06-16T15:29:07.456Z.jpg,gallina,0.018421052,0.08102767,0.6421053,0.08102767,0.6421053,0.94071144,0.018421052,0.94071144
TRAIN,gs://visionojgs/img/perroReal (73)-2020-06-16T15:29:07.458Z.jpg,perro,0.15727392,0.05361305,0.87287027,0.05361305,0.87287027,0.96270394,0.15727392,0.96270394
TRAIN,gs://visionojgs/img/perroReal (310)-2020-06-16T15:29:07.459Z.jpg,perro,0.041501977,0.03557312,0.94268775,0.03557312,0.94268775,0.90909094,0.041501977,0.90909094
TRAIN,gs://visionojgs/img/gallinaReal (120)-2020-06-16T15:29:07.456Z.jpg,gallina,0.03359684,0.009881423,0.9347826,0.009881423,0.9347826,0.9249012,0.03359684,0.9249012
TRAIN,gs://visionojgs/img/perroReal (221)-2020-06-16T15:29:07.459Z.jpg,perro,0.18181819,0.02964427,0.8695652,0.02964427,0.8695652,0.94071144,0.18181819,0.94071144
TRAIN,gs://visionojgs/img/perroReal (225)-2020-06-16T15:29:07.459Z.jpg,perro,0.15019763,0.0256917,0.8063241,0.0256917,0.8063241,0.9505929,0.15019763,0.9505929
TRAIN,gs://visionojgs/img/gatosReal (88)-2020-06-16T15:29:07.458Z.jpg,gato,0.06451613,0.09881423,0.9677419,0.09881423,0.9677419,0.9268775,0.06451613,0.9268775
TRAIN,gs://visionojgs/img/perroReal (180)-2020-06-16T15:29:07.458Z.jpg,perro,0.22924902,0.08102767,0.88735175,0.08102767,0.88735175,0.9051383,0.22924902,0.9051383
TRAIN,gs://visionojgs/img/perroReal (116)-2020-06-16T15:29:07.458Z.jpg,perro,0.07823129,0.3424191,0.9013606,0.3424191,0.9013606,0.9165247,0.07823129,0.9165247
TRAIN,gs://visionojgs/img/perroReal (24)-2020-06-16T15:29:07.458Z.jpg,perro,0.09348915,0.042833608,0.836394,0.042833608,0.836394,0.8665568,0.09348915,0.8665568
TRAIN,gs://visionojgs/img/perroReal (166)-2020-06-16T15:29:07.458Z.jpg,perro,0.16865417,0.04599659,0.7427598,0.04599659,0.7427598,0.97444636,0.16865417,0.97444636
TRAIN,gs://visionojgs/img/perroReal (83)-2020-06-16T15:29:07.458Z.jpg,perro,0.23695198,0.33732533,0.82567847,0.33732533,0.82567847,0.96007985,0.23695198,0.96007985
TRAIN,gs://visionojgs/img/perroReal (83)-2020-06-16T15:29:07.458Z.jpg,perro,0.41858038,0.11177645,0.70563674,0.11177645,0.70563674,0.56287426,0.41858038,0.56287426
TRAIN,gs://visionojgs/img/gallinaReal (149)-2020-06-16T15:29:07.456Z.jpg,gallina,0.43333334,0.57240206,0.7714286,0.57240206,0.7714286,0.75979555,0.43333334,0.75979555
TRAIN,gs://visionojgs/img/gallinaReal (149)-2020-06-16T15:29:07.456Z.jpg,gallina,0.07857143,0.5945485,0.24285714,0.5945485,0.24285714,0.77853495,0.07857143,0.77853495
TRAIN,gs://visionojgs/img/gallinaReal (149)-2020-06-16T15:29:07.456Z.jpg,gallina,0.21904762,0.57069844,0.33333334,0.57069844,0.33333334,0.75298125,0.21904762,0.75298125
TRAIN,gs://visionojgs/img/gallinaReal (149)-2020-06-16T15:29:07.456Z.jpg,gallina,0.31190476,0.57240206,0.46190476,0.57240206,0.46190476,0.7376491,0.31190476,0.7376491
TRAIN,gs://visionojgs/img/perroReal (75)-2020-06-16T15:29:07.458Z.jpg,perro,0.1263048,0.123173274,0.3162839,0.123173274,0.3162839,0.7411274,0.1263048,0.7411274
